SubNo,Name,Gender,Age,Handedness,F0,F1,F2,F0V,F1V,F2V,type,order,correct_ans,answer,acc,rt
39,lh,Male,20,Right,3,4,5,2,2,3,1,1,1,1,1,0.279976506846197
39,lh,Male,20,Right,1,3,5,1,2,3,3,1,1,1,1,1.17570293521567
39,lh,Male,20,Right,5,6,1,3,3,1,1,1,1,1,1,2.70944326358585
39,lh,Male,20,Right,6,1,2,2,1,1,2,1,2,1,0,1.96073040684632
39,lh,Male,20,Right,1,2,6,1,1,3,1,2,2,2,1,1.35924631630314
39,lh,Male,20,Right,6,5,4,3,3,2,1,1,1,1,1,1.28983571630351
39,lh,Male,20,Right,6,5,2,3,3,1,1,1,1,1,1,0.691134325759322
39,lh,Male,20,Right,2,6,5,1,3,3,2,1,2,1,0,1.84870541630289
39,lh,Male,20,Right,3,1,2,2,1,1,2,1,2,1,0,1.50686943521578
39,lh,Male,20,Right,1,6,4,1,3,2,3,1,2,2,1,1.8231732068466
39,lh,Male,20,Right,2,6,4,1,3,2,3,1,2,2,1,0.538598097389695
39,lh,Male,20,Right,1,4,6,1,2,3,3,1,1,1,1,1.1060433257594
39,lh,Male,20,Right,2,1,4,1,1,2,1,2,2,2,1,3.04638272575949
39,lh,Male,20,Right,1,2,4,1,1,2,1,2,2,2,1,1.63245951630324
39,lh,Male,20,Right,5,6,4,3,3,2,1,1,1,1,1,0.427246806846142
39,lh,Male,20,Right,4,3,5,2,2,3,1,1,1,1,1,0.45531642575952
39,lh,Male,20,Right,2,4,5,1,2,3,3,1,1,1,1,0.974078906846444
39,lh,Male,20,Right,4,3,6,2,2,3,1,1,1,1,1,0.604119887933393
39,lh,Male,20,Right,1,3,4,1,2,2,2,2,2,1,0,1.87289593521564
39,lh,Male,20,Right,1,5,4,1,3,2,3,1,2,2,1,2.57023332575955
39,lh,Male,20,Right,2,3,5,1,2,3,3,2,2,2,1,0.838809325759485
39,lh,Male,20,Right,5,1,2,2,1,1,2,1,2,1,0,1.56637331630327
39,lh,Male,20,Right,2,1,5,1,1,3,1,1,1,1,1,1.56733703521559
39,lh,Male,20,Right,5,2,1,2,1,1,2,1,1,1,1,2.76160230684627
39,lh,Male,20,Right,1,2,3,1,1,2,1,1,1,1,1,0.295541525759745
39,lh,Male,20,Right,2,3,6,1,2,3,3,1,1,1,1,1.68568563521603
39,lh,Male,20,Right,4,2,1,2,1,1,2,1,1,1,1,1.76505552575964
39,lh,Male,20,Right,1,6,5,1,3,3,2,2,1,1,1,1.6707675257594
39,lh,Male,20,Right,2,4,6,1,2,3,3,1,1,1,1,3.88087581630316
39,lh,Male,20,Right,2,5,3,1,3,2,3,1,2,2,1,1.34812683521614
39,lh,Male,20,Right,6,2,1,2,1,1,2,1,1,1,1,4.20214552575999
39,lh,Male,20,Right,1,5,3,1,3,2,3,2,1,1,1,3.80847592575901
39,lh,Male,20,Right,2,3,4,1,2,2,2,1,1,1,1,0.995441825759372
39,lh,Male,20,Right,1,5,6,1,3,3,2,1,1,1,1,1.84902282575968
39,lh,Male,20,Right,1,6,3,1,3,2,3,2,1,1,1,1.73883611630208
39,lh,Male,20,Right,2,4,3,1,2,2,2,2,1,1,1,1.16547763521612
39,lh,Male,20,Right,4,3,1,2,2,1,1,1,1,1,1,0.491872025760131
39,lh,Male,20,Right,2,5,4,1,3,2,3,1,2,2,1,1.26195702575933
39,lh,Male,20,Right,1,4,3,1,2,2,2,2,1,1,1,0.999997416301994
39,lh,Male,20,Right,2,5,6,1,3,3,2,1,1,2,0,3.36059631630269
39,lh,Male,20,Right,2,6,3,1,3,2,3,1,2,2,1,0.985266597389455
39,lh,Male,20,Right,5,6,2,3,3,1,1,1,1,1,1,0.570294616302817
39,lh,Male,20,Right,1,4,5,1,2,3,3,2,2,2,1,0.544313516303191
39,lh,Male,20,Right,6,5,3,3,3,2,1,1,1,1,1,0.863704435216277
39,lh,Male,20,Right,1,3,6,1,2,3,3,1,1,1,1,3.13303991630255
39,lh,Male,20,Right,3,4,6,2,2,3,1,1,1,1,1,0.415087325759487
39,lh,Male,20,Right,3,2,1,2,1,1,2,1,1,1,1,1.28339302575932
39,lh,Male,20,Right,4,1,2,2,1,1,2,1,2,1,0,1.40847031630256
